"name","venue","venue_address","date","time","venue_city","event_url","description","picture","price"
"Coffee Time -  The Salvation Army Mesa  Corps","Mesa Chamber of Commerce","165 N. Centennial Way","4/26/2018","None","Mesa","http://www.mesachamber.org/events/details/coffee-time-the-salvation-army-mesa-corps-11518","None","None","-1"
" Ribbon Cutting - Sun Desert Technologies ( Ribbon Cut at 10:30am)","Mesa Chamber of Commerce","165 N. Centennial Way","4/26/2018","None","Mesa","http://www.mesachamber.org/events/details/ribbon-cutting-sun-desert-technologies-ribbon-cut-at-10-30am-13219","None","None","-1"
"Mesa Young Professionals' Monthly Meeting","Mesa Chamber of Commerce","165 N. Centennial Way","4/26/2018","None","Mesa","http://www.mesachamber.org/events/details/mesa-young-professionals-monthly-meeting-04-19-2018-8883","None","None","-1"
"Live Music & Dinner at the Windmill Tasting Room","Mesa Chamber of Commerce","165 N. Centennial Way","4/26/2018","None","Mesa","http://www.mesachamber.org/events/details/live-music-dinner-at-the-windmill-tasting-room-04-26-2018-12308","None","None","-1"
"Food for Fines","Mesa Chamber of Commerce","165 N. Centennial Way","4/27/2018","None","Mesa","http://www.mesachamber.org/events/details/food-for-fines-14455","None","None","-1"
"Walmart ""Spark Change""","Mesa Chamber of Commerce","165 N. Centennial Way","4/27/2018","None","Mesa","http://www.mesachamber.org/events/details/walmart-spark-change-14456","None","None","-1"
"Food for Fines","Mesa Chamber of Commerce","165 N. Centennial Way","4/28/2018","None","Mesa","http://www.mesachamber.org/events/details/food-for-fines-14455","None","None","-1"
"Walmart ""Spark Change""","Mesa Chamber of Commerce","165 N. Centennial Way","4/28/2018","None","Mesa","http://www.mesachamber.org/events/details/walmart-spark-change-14456","None","None","-1"
"Nevy Health's 1st Annual Open House","Mesa Chamber of Commerce","165 N. Centennial Way","4/28/2018","None","Mesa","http://www.mesachamber.org/events/details/nevy-health-s-1st-annual-open-house-14457","None","None","-1"
"Live Music & Dinner at the Windmill Tasting Room","Mesa Chamber of Commerce","165 N. Centennial Way","4/28/2018","None","Mesa","http://www.mesachamber.org/events/details/live-music-dinner-at-the-windmill-tasting-room-04-28-2018-12309","None","None","-1"
"Food for Fines","Mesa Chamber of Commerce","165 N. Centennial Way","4/29/2018","None","Mesa","http://www.mesachamber.org/events/details/food-for-fines-14455","None","None","-1"
"Walmart ""Spark Change""","Mesa Chamber of Commerce","165 N. Centennial Way","4/29/2018","None","Mesa","http://www.mesachamber.org/events/details/walmart-spark-change-14456","None","None","-1"
"Walmart ""Spark Change""","Mesa Chamber of Commerce","165 N. Centennial Way","4/30/2018","None","Mesa","http://www.mesachamber.org/events/details/walmart-spark-change-14456","None","None","-1"
"_________","Queen Creek Chamber of Commerce","22246 S. Ellsworth Rd","_________","_________","Queen Creek","http://www.queencreekchamber.com/events.html","Please review website for Queen Creek Chamber of Commerce manually. URL: http://www.queencreekchamber.com/events.html","_________","_________"
"Wine Tasting","Apache Junction Chamber of Commerce","567 West Apache Trail","4/14/2018","5:00 PM","Apache Junction","http://www.ajchamber.com/event/wine-tasting/145754","None","None","-1"
"Dentists of Apache Junction Grand Opening","Apache Junction Chamber of Commerce","567 West Apache Trail","4/21/2018","11:00 AM - 2:00 pm","Apache Junction","http://www.ajchamber.com/event/dentists-of-apache-junction-grand-opening/145933","None","None","-1"
"_________","Chandler Library","22 S. Delaware St.","_________","_________","Chandler","http://chandlerlibrary.libcal.com/calendar/events","Please review website for Chandler Library manually. URL: http://chandlerlibrary.libcal.com/calendar/events","_________","_________"
"Baby Lapsit","Mesa Library","64 E. 1st. Street","4/13/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21694&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"PlaySPOT","Mesa Library","64 E. 1st. Street","4/13/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=22534&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Shake, Boogie, and Bop!","Mesa Library","64 E. 1st. Street","4/13/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=22083&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Volunteer Income Tax Assistance (VITA) Program","Mesa Library","64 E. 1st. Street","4/13/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=19696&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"The Studio Training","Mesa Library","64 E. 1st. Street","4/13/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21758&rts=&disptype=&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Hands-on Equipment Training","Mesa Library","64 E. 1st. Street","4/13/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21834&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Writer in Residence Consultation Hours","Mesa Library","64 E. 1st. Street","4/14/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21726&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Genealogy Basics: Family Tree Maker 2017","Mesa Library","64 E. 1st. Street","4/14/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21794&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"East Valley Children's Theater Bravo Troupe ","Mesa Library","64 E. 1st. Street","4/14/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21717&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"East Valley Children's Theater Presents ""Sarah Sues Her Sister""","Mesa Library","64 E. 1st. Street","4/14/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=20776&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"ESL Conversation Class","Mesa Library","64 E. 1st. Street","4/14/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21219&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Game On!","Mesa Library","64 E. 1st. Street","4/14/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=20257&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"LEGO Club","Mesa Library","64 E. 1st. Street","4/14/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=20262&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"European Travel for Families: A How-to","Mesa Library","64 E. 1st. Street","4/14/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21739&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"The HOTspot Digital Help Desk","Mesa Library","64 E. 1st. Street","4/16/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21430&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"How Things Grow Storytime","Mesa Library","64 E. 1st. Street","4/16/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21826&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"The HOTspot Digital Help Desk","Mesa Library","64 E. 1st. Street","4/16/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21435&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Code Commanders","Mesa Library","64 E. 1st. Street","4/16/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21823&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Baby Lapsit","Mesa Library","64 E. 1st. Street","4/17/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=20120&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Hands-on Equipment Training","Mesa Library","64 E. 1st. Street","4/17/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21835&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"The HOTspot Digital Help Desk","Mesa Library","64 E. 1st. Street","4/17/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=20456&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Preschool Storytime","Mesa Library","64 E. 1st. Street","4/17/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21249&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Preschool Storytime","Mesa Library","64 E. 1st. Street","4/17/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21551&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Preschool Storytime","Mesa Library","64 E. 1st. Street","4/17/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=22030&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"The HOTspot Digital Help Desk","Mesa Library","64 E. 1st. Street","4/17/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21440&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"The HOTspot Digital Help Desk","Mesa Library","64 E. 1st. Street","4/17/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=22579&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Writer in Residence Consultation Hours","Mesa Library","64 E. 1st. Street","4/17/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21725&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Patent Writing","Mesa Library","64 E. 1st. Street","4/17/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21842&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
"Toddlertime","Mesa Library","64 E. 1st. Street","4/18/2018","None","Mesa","http://events.mesalibrary.org/evanced/lib/eventsignup.asp?ID=21342&rts=&disptype=info&ret=eventcalendar.asp&pointer=&returnToSearch=&num=0&ad=&dt=mo&mo=4/1/2018&df=calendar&EventType=ALL&Lib=ALL&AgeGroup=ALL&LangType=0&WindowMode=&noheader=&lad=&pub=1&nopub=&page=&pgdisp=","None","None","-1"
